,Vegetables,Celery,Pascal,1,0.98,10,Yes,,,,,
,Vegetables,Corn,Sweet,1,1.25,10,Yes,,,,,
,Vegetables,Corn,Flour,1,1.1,10,Yes,,,,,
,Vegetables,Corn,Field/Dent,1,1.22,10,Yes,,,,,
,Vegetables,Corn,Flint,1,1.17,10,Yes,,,,,
,Vegetables,Cucumber,Armenian,1,1.17,10,Yes,,,,,
,Vegetables,Cucumber,English/Seedless,1,0.67,10,Yes,,,,,
,Vegetables,Cucumber,Garden,1,0.56,10,Yes,,,,,
,Vegetables,Cucumber,Gherkins,1,1,10,Yes,,,,,
,Vegetables,Cucumber,Kirby,1,0.71,10,Yes,,,,,
,Vegetables,Eggplant,Eggplant,1,100,10,Yes,,,,,
,Vegetables,Garlic,Baja California White,1,0.79,10,Yes,,,,,
,Vegetables,Garlic,California White,1,0.74,10,Yes,,,,,
,Vegetables,Garlic,Chinese White,1,0.8,10,Yes,,,,,
,Vegetables,Garlic,Argentina White,1,0.75,10,Yes,,,,,
,Vegetables,Garlic,Mexican Purple,1,0.75,10,Yes,,,,,
,Vegetables,Ginger,Ginger,1,100,10,Yes,,,,,
,Vegetables,Kale,Kale,1,100,10,Yes,,,,,
,Vegetables,Lettuce,Romaine,1,1,10,Yes,,,,,
,Vegetables,Lettuce,Little Gem,1,1.5,10,Yes,,,,,
,Vegetables,Lettuce,Butterhead,1,1.34,10,Yes,,,,,
,Vegetables,Lettuce,Crisphead,1,1.6,10,Yes,,,,,
,Vegetables,Mushrooms,Oyster (per 25),1,0.3,10,Yes,,,,,
,Vegetables,Mushrooms,King Trumpet (per 25),1,0.27,10,Yes,,,,,
,Vegetables,Mushrooms,Lion's Mane (per 25),1,0.31,10,Yes,,,,,
,Vegetables,Mushrooms,Button (per 25),1,0.33,10,Yes,,,,,
,Vegetables,Mushrooms,Crimini (per 25),1,0.25,10,Yes,,,,,
,Vegetables,Onions,Cipolline,1,0.35,10,Yes,,,,,
,Vegetables,Onions,Pearl,1,0.34,10,Yes,,,,,
,Vegetables,Onions,Vidalia,1,0.38,10,Yes,,,,,
,Vegetables,Peas,Peas,1,100,10,Yes,,,,,
,Vegetables,Peppers,Sweet Bell,1,0.41,10,Yes,,,,,
,Vegetables,Peppers,Ananheim,1,0.37,10,Yes,,,,,
,Vegetables,Peppers,Fresno,1,0.35,10,Yes,,,,,
,Vegetables,Peppers,Habanero,1,0.39,10,Yes,,,,,
,Vegetables,Peppers,Jalapeno,1,0.37,10,Yes,,,,,
,Vegetables,Peppers,Poblano,1,0.38,10,Yes,,,,,
,Vegetables,Peppers,Serrano,1,0.34,10,Yes,,,,,
,Vegetables,Potatoes,Fingerling,1,0.33,10,Yes,,,,,
,Vegetables,Potatoes,Purple,1,0.32,10,Yes,,,,,
,Vegetables,Potatoes,Red,1,0.36,10,Yes,,,,,
,Vegetables,Potatoes,Yellow,1,0.31,10,Yes,,,,,
,Vegetables,Potatoes,Russet,1,0.3,10,Yes,,,,,
,Vegetables,Radishes,Radishes,1,100,10,Yes,,,,,
,Vegetables,Spinach,Savoy (per 25),1,1.1,10,Yes,,,,,
,Vegetables,Spinach,Semi-savoy (per 25),1,1.2,10,Yes,,,,,
,Vegetables,Spinach,Smooth-leafed (per 25),1,0.9,10,Yes,,,,,
,Vegetables,Tomatoes,Beefsteak,1,0.71,10,Yes,,,,,
,Vegetables,Tomatoes,Cherokee,1,0.68,10,Yes,,,,,
,Vegetables,Tomatoes,Plum,1,0.65,10,Yes,,,,,
,Vegetables,Tomatoes,Cherry,1,0.74,10,Yes,,,,,
,Vegetables,Tomatoes,Green,1,0.7,10,Yes,,,,,
